export_ij1,export_ij2,export_ij3,export_ij4,export_ij5,export_ij6,export_ij7,export_ij8,export_ij9,export_ij10,export_ij11,export_ij12,export_ij13,export_ij14,export_ij15,export_ij16,export_ij17,export_ij18,export_ij19,export_ij20,export_ij21,export_ij22,export_ij23,export_ij24,export_ij25,export_ij26,export_ij27,export_ij28,export_ij29,export_ij30,export_ij31,export_ij32,export_ij33,export_ij34,export_ij35,export_ij36,export_ij37,export_ij38,export_ij39,export_ij40,export_ij41,export_ij42,export_ij43,export_ij44,export_ij45,export_ij46,export_ij47,export_ij48,export_ij49,export_ij50,export_ij51,export_ij52,export_ij53,export_ij54,export_ij55,export_ij56,export_ij57,export_ij58,export_ij59,export_ij60,export_ij61,export_ij62,export_ij63,export_ij64,export_ij65,export_ij66,export_ij67,export_ij68,export_ij69,export_ij70,export_ij71,export_ij72,export_ij73,export_ij74,export_ij75,export_ij76,export_ij77,export_ij78,export_ij79,export_ij80,export_ij81,export_ij82,export_ij83,export_ij84,export_ij85,export_ij86,export_ij87,export_ij88,export_ij89,export_ij90,export_ij91,export_ij92,export_ij93,export_ij94,export_ij95,export_ij96,export_ij97,export_ij98,export_ij99,export_ij100,export_ij101,export_ij102,export_ij103,export_ij104,export_ij105,export_ij106,export_ij107,export_ij108,export_ij109,export_ij110,export_ij111,export_ij112,export_ij113,export_ij114,export_ij115,export_ij116,export_ij117,export_ij118,export_ij119,export_ij120,export_ij121,export_ij122,export_ij123,export_ij124,export_ij125,export_ij126,export_ij127,export_ij128,export_ij129,export_ij130,export_ij131,export_ij132,export_ij133,export_ij134,export_ij135,export_ij136,export_ij137,export_ij138,export_ij139,export_ij140,export_ij141,export_ij142,export_ij143,export_ij144,export_ij145,export_ij146,export_ij147,export_ij148,export_ij149,export_ij150,export_ij151,export_ij152,export_ij153,export_ij154,export_ij155,export_ij156,export_ij157,export_ij158,export_ij159,export_ij160,export_ij161,export_ij162,export_ij163,export_ij164,export_ij165,export_ij166,export_ij167,export_ij168,export_ij169,export_ij170,export_ij171,export_ij172,export_ij173,export_ij174,export_ij175,export_ij176,export_ij177,export_ij178,export_ij179,export_ij180,export_ij181,export_ij182,export_ij183,export_ij184,export_ij185,export_ij186,export_ij187,export_ij188,export_ij189,export_ij190,export_ij191,export_ij192,export_ij193,export_ij194
,,,,405.0239891875535,,,,,26.97999960160814,,,6.716000174405053,,,,.5340000092983246,3.833000034093857,23.69800039380789,1.472000002861023,,76.0780029296875,,,16.67599981219973,,.2710000118240714,,,,89.1159995222697,216.4820022583008,,.9019999988377094,,,,,6.671999931335449,,,29.81799908308312,,,,10.15200005844235,36.03100062708836,,,920.7199931584764,54.3040001122281,,.7570000290870667,,,158.2390023246408,.3089999854564667,,10.53299964440521,,310.378002619138,,,617.7390117645264,,,,,,,1.803000018000603,,,32.75000011920929,,1507.849987983704,1251.065960943699,,,102.8729999661446,.4589999988675117,754.7780151367188,64.67799864988774,,,,,284.6709998846054,28.85400021448731,55478.67485356331,,,,,,,,,97.86699855327606,,,,,,46.86700057983398,,,.4650000035762787,.1030000001192093,,3.993000030517578,,,,212.727995634079,,,,,,,,14,,.0240000002086163,,,.0350000015459955,,,29.91399967670441,,5136.463006367907,3.997000098228455,,39.8829991100356,,302.9790105819702,,12.95100021362305,,,,,41.66700101643801,.0219999998807907,,,.221000000834465,,,6238.991058647633,,,3.194999933242798,,,.0070000002160668,,,,,7418.774977920577,52.19400085881352,1.788999974727631,,,,,,,,202.8229979649186,,,,,,,23.92900002002716,,,,.5110000018030405,3730.688025474548,,.1120000034570694,,,,,7.175000017043203,38.23099994659424,
,,,,38606.73148254096,,81.83400052576326,,778.3699915409088,2126.821035198751,51.6999979019165,,502.4459938434884,,21.38199926912785,,181.6029963493347,1067.386003982276,53.09199981484562,8.41899995226413,,,,5.490999937057495,318.7660017153248,,6.032000177307054,,30.84800056787208,,8376.688020002679,1650.581989008002,82.21400110051036,63907.89584895689,10.23100012075156,,,,6.617000194266438,,,26.98500045994297,,,1.893000007141382,586.938001872506,14547.10196505999,,,65.76500030746683,176.9759995602071,,.7210000022314489,520.4859886169434,,5683.622996680439,1.602000020444393,3.609999913722277,785.8379886695184,,2118.867959486321,,26.02899994701147,2928.447022616863,,,,,,,28.1630008071661,,,818.7380047577899,,40.80199944972992,1.234999984502792,,,,164.6679963013157,667421.9138932549,412.4709971424891,,,58.19000047445297,113,5888.66101706028,23.125,8049.127859830856,1424.423999905586,21170.08082804503,65.37000000849366,4252.07193076238,6.126000002026558,,,,2672.42902700603,,,.0310000004246831,,,123.4980034828186,.0110000004060566,151.0160008594394,5.619999991729856,76.36599839106202,.6499999761581421,191.7470020409673,515.3220136743039,1.988999960944057,,573.8609848022461,,2.192999970167875,,.6150000095367432,329.0490036010742,3.915000002831221,,1445,,,,3804.39203590469,1.238000007346272,,,29.78199943900108,.3899999856948853,3025.878005193546,553.3980042934418,,227.8060021547135,13.93900042586029,691430.4761419138,,81.40899975388311,,,,,34.91800046805292,5.766999959945679,,1168.008001327515,105.6329980641603,,,29799.02886840701,,5269.649903669953,359.3070052386029,,,.2049999982118607,,78.35500321863219,,,247.2569952340564,11.35999991744757,934.2710118442774,,,,,,,,999.7410188452341,,,,,,66.93500137329102,31153.33101763623,1.677000045776367,,811.9200063194148,68.09999996982515,20609.20216324925,10379.50592922233,,,,,,162.5200050532585,.4129999876022339,4.828999996185303
,,,,1586226.050711673,,3394.125900387764,,268.4230009317398,82.94900238327682,1907.594993591309,,624778.8899504007,1833.146964073181,6717.556066960096,,620.5460163131356,,7.697999954223633,.1599999964237213,,,,.0719999969005585,732394.5280063394,,.0130000002682209,,2756.558056512731,,106.015001427033,636.7259931974113,2.771999970078468,18911298.3737481,8768.368019396439,,,,2.88400012254715,,,4.013999916613102,,,19.68599978811108,39.54199949745089,115937.0166949974,,,315.3579934885493,5.295999899506569,,.8779999762773514,21.39400010323152,,2683052.885910708,,63.61000040359795,115.3219985961914,,1761225.90998041,,54.27500035241246,750151.0859178305,,,,42.45300016459078,,,184.9780061244965,,,5.282000001519918,,22118.42071700096,7.974999845027924,,,625.9249871015782,1196054.604271849,3907982.661471969,7209.885205575265,,,,10.00800000014715,909089.0217450857,,,1590.09902882576,.0189999993890524,9669.620015247492,,109.6679992675781,,,,4032.94501902163,,,3539.746010661125,,,49.54899978637695,,181.9389992840588,23.03500002995133,.0549999997019768,388.6679992675781,12861.96721711755,8.562000274658203,19.51700067520142,,,,2.828999996185303,,1.134999990463257,,,,2148,,447.5840031653643,3.05799999833107,25364.92624461069,6460.634065181832,,16.35400009155273,749.2409945353866,,2783770.970007288,10439.27587510645,,2.592000007629395,445.5320086479187,37.21100068092346,,4.940999984741211,,,,,293020.7821899495,1.248000025749207,,54.78200149536133,163.1340001523495,,,25.49300009012222,,6199.075789287686,494033.0228114729,,,,,.0320000005885959,,,87.2449988219887,52.87400084536057,79817.52787423134,.059000002220273,,,,,,,794224.5452447766,,,,,,,15359.4061794586,12.69499991927296,28.37999995052814,27.6720006307587,.0359999984502792,1205191.064707756,135.4120025634766,,,,,,355537.0050777761,141.0449993908405,1161.071032732725
,,,,49208.37809107639,,1337.032001102343,,3849.187005102634,62700.41352326435,576.8810030044988,,5751.972964596469,27.83100032806396,116.4530009180307,,51745.61173584964,590.1639966471121,,35989.89776569698,669.27197265625,,,27.29400042630732,3799.28003197338,,5.818999983370304,,.5479999892413616,,15806.72806119954,80106.15091151057,1198.213979408145,141029.6614685453,1376.284043152817,,,,201.863998987712,,,36.01400026679039,,,1602.730988621013,70362.41994546237,233277.03494264,,,1994.902989305207,443.2109910417348,,138.251002676785,1068.267008121125,,206427.6050461382,11301.60614544095,405.2069958895445,3877.805042645312,,35202.14597146539,,172.6070009898394,48139.07723682746,,,,131.9550028443336,,,437335.8610178214,,,66.82500006631017,,3727.627093419433,20.71200006059371,37138.36269929726,,24244.86009789014,530.3339959476143,8342.360102002975,5872.043042745092,,,301.7829973250628,3110.109978845343,1744209.771476984,,243.4649982154369,22046.41911053658,534.0619999691844,262.7419983968139,174.8190030306578,19.14199988543987,,,596.3560180664063,1541.926994174719,,,,,,349.9659909978509,,2367.518976926804,1871.933034961578,4103.5560309625,394.3459927197546,3620.339988103718,3040.327973355539,181.6049957275391,,278.9469985663891,,173371.0032489671,,3396.600028747343,,81313.8070837002,,102,,775.979997497052,,1052.925999513827,4.439000113867223,,33.89799951761961,50.84099908173084,18.24300033506006,23135.82695389818,5410.895048439503,,398.3090029628947,20.27300016395748,267.902996852994,20.55800022184849,676.7410010700114,,,,16825.60506343842,1999.788013443467,219.8410037987633,,178.588002204895,37678.47174349171,,,11093.9901278913,,14900.77501600236,13344.3198571871,,,4.987999955192208,,318672.4461060775,,,69732.71395392413,40495.9807676737,29288.67423185706,14.97199952602386,,,,,,,1218.271986460313,,,,,,616.2290041185915,67363.25147176674,649.3990063014207,71.85199976712465,10129.04303021939,438.3849980942905,91042.3960339129,48.78500025719404,42.10999917984009,,299.0150146484375,,,1691.417998713325,.0070000002160668,141.3489987254143
11276.19719960517,1839991.184709475,532658.9490969569,51033.92128041666,,96738.14016804169,418021.8107580363,2797.288954714313,1153709.641972759,261701.403096345,721333.8511885967,37089.91497211438,1769755.25446233,198913.1074738712,95478.39765544259,1278452.198524452,63919.18611656595,2476178.793212584,1358.85199132096,47942.42140769318,588785.3909979995,5775.453994906042,113.1640035426244,12785.67988623201,1628370.220681695,1330.469023309648,824934.7837568568,4698.461089305929,33707.79451872245,20989.99179358908,858552.4206378657,10523558.55114382,91226.54618795216,43161965.15387814,222672.2758368349,320625.2922835972,511481.9300613024,291842.6540829283,73005.94617347361,94758.30959972355,2668.409974042559,18853.83715968893,3671.137033423409,561.5660019321367,59213.41600085364,269419.213031041,6189851.960388552,1415034.682605005,1801.192988889292,52793.30206578411,25072.41633383976,962191.7130259243,44034.29670551594,2960366.905070877,119855.5885310527,1126058.222000043,46196.52609164349,672849.1941160358,28500.62027711945,18718.75082428614,2565284.871687766,268.5339958071709,84136.96404546476,3238009.000328719,505592.6245961452,659204.8599031625,282114.0504026612,73428.96589793358,4937.517035605037,30900.58207097452,455479.1967616234,1217.663990614936,306.6769943237305,22218.32104490872,22960.39108006342,14833602.60354098,9379.644918294623,54763.09025781543,12800.78506977484,189585.6129365907,2417248.305568665,38263482.38665602,619643.3777725644,5777847.957869588,22638385.70203643,2126.163010969642,975819.1677891116,2479144.192303762,13038.54588626407,2405011.033740959,37430375.00103775,1188176.488986005,3140978.463522879,1318017.940825599,53869.4363493626,135.2559985481203,2231.363002393395,1302403.600887553,4256170.451427475,11600.41510154027,1707622.363638365,68788.74533889955,1834173.865335789,223.8659966830164,1728984.431494509,6353.430006494746,119469.9611963364,121906.3757659376,58882.22993320483,37660.10728686675,1364030.451758191,40961.91218810505,254125.9287349937,620940.5105329558,543980.8547547829,1203.834005299956,19767.22905142186,192492.9388963651,75700.86709443713,127331.421358843,60980.49474599678,12522.51700417278,1113696.920933674,233193.6658237333,707519.5545972009,397753.8736250728,5693295.781163836,318938.8401406665,3400.200053542736,187912.5149446018,1442149.303283924,9868.202863698592,2111466.154031863,273478.5472298549,265676.9689450283,108101.0268622108,10193871.72738668,5080435.695311278,65026.96353987441,55510.95610612514,321318.5544067507,107.4260002076626,9726.399947041064,526311.748852356,154509.7196752824,187780.5096760201,1078.11199758877,5603954.68829544,128611.1082397901,4489185.86317189,159122.926817367,17837903.95355148,860994.1364082485,845819.6431659423,12242526.01452674,1945.584034323692,100825.8703672865,18992.31269557623,1524738.276355106,84685.33009429812,413630.7355034403,50270.67694431543,34269.95377371518,150480.8187797243,120342.3513873885,20511.28773353959,,176508.9333328669,458020.8129916737,2739.61405634135,307388.4420138492,188326.5508258657,15818698.89995388,254760.6082686258,997595.9029789231,3501.025088898838,301.7419972196221,13519.89909518219,254521.1720677894,13176679.17834337,1494040.518872481,1474740.362948126,186476.1856150634,29861.999474118,6291872.554986157,552766.8000824499,257.0350006408989,126632.9738730863,1067585.825396926,477.3270010724664,1724987.317774842,4246477.964405945,1026018.316789991,384466.0322763796
,,,8674.19700050354,356249.3519380757,,7944.529963909881,,502683.5029529929,94517.02166543202,55749.83522652462,,226739.6070672182,3698.290027618408,8160.129983812571,,20846.44392033387,19244.97370398964,1896.88102530688,27869.84035487194,,3442.041100025177,,1085402.941025518,12419263.14953948,,26412.94331693195,,111.5920030735433,,1005277.475355649,1262026.898502063,5728604.36132129,6650321.86932808,78909.02449377999,,,,1410541.203558329,,,149799.447588534,,,71705.36228242086,53973.61892593629,975930.5653380043,,,100369.1615604913,345363.9348049765,,548860.0745868087,1103716.776228418,,1656427.199024752,6360.954013150767,2749.728896081448,15247.76889047259,74.49300122261047,316893.76398655,,21910.35969391838,1109729.474117622,,,,537.5399824380875,,,311371.2131323693,,,392818.5195070313,,140733.2351667061,179289.6232947044,12639.49401077814,,19153.04780752282,1390466.393041297,2953301.955602862,424828.0496205481,,,10235.66175002325,411791.4355665616,1071008.614948988,41310.88727533584,315928.5795129538,842828.1821876764,23464.10615652148,29216.13472933648,1162.704994752072,69412.80035417899,,,,68394.84667019546,,,5668.686037480831,,,5575.775984605192,,28127.52876797889,19964.14436236164,10247.23021505447,7918.615010675043,582741.5280060135,7397.889937823988,43665.46671086352,678.9510075085564,319302.5697899424,,25885.07629540167,,1087.660007948754,30216.47766128182,4196.031054303516,,58377,,84636.41672309302,205.5720012038946,1646525.778043232,2212.344975983957,,2652.686971563846,32289.27050020359,157896.6461748694,1515895.376895133,48439.27593158185,,130195.4482807927,127503.1590940729,164861.0455194898,146138.8471557759,2663162.274174146,,,,,132256.9273400306,1162035.742511446,,50808.96419048309,59868.26932661352,,,882602.0758647025,,167348.9638443291,128014.6935540049,,,112277.0494965075,,18127.06478172785,,,24114.54141374782,16533.40186967305,51907.17313480377,3336.961979221553,,,,,,,333144.8283270872,,,,,,79556.40877731331,737303.5046888972,917.365007464774,3266.843962805811,52943.04289370496,1497203.769886296,6560138.025632501,16172.0043063442,664.1350059509277,,,,,216626.1771093738,8866.437249538954,70167.90225334466
,,,5.789999946951866,2254478.008370379,20.59900045394897,,,2138.877977913013,10248.24987386912,,,96587.16239535308,.8710000142455101,.125,,97645.98005031596,169.0180013584904,,13.12099968176335,91671.99901117198,,240.8709999881685,12.131999803707,189.7940036421642,,3.144000053405762,,114198.870062504,,5144.566057717311,88859.97635816887,14668.91288051661,425308.4780586865,94.95399981737137,,19.26000022888184,,35.14399975538254,158,,53.26600141823292,17303.64099081396,,7315.701883146656,7647.218884644448,149196.053570831,,,231.9330023096409,33.82600149512291,,17.20600046217442,132.957001529634,,71036.88813976652,1242.750992364367,6.782999815419316,654.5049883741885,42.77799987792969,11631.40876797447,,40.05100084841251,25856.26445500401,133544.6670291639,.5440000221133232,,,,,3790.51801780262,,,239.5060003250837,,671318.4443615023,3.288000106811523,224.7950031533837,,1496.400001523434,437.9640060616657,46149.86340600438,199.3219985141186,94467.79359616432,180570.6980559714,4.53199995495379,9741.945110049797,65743.36304032058,,518.1960097564152,33534.13790565624,73070.67044639844,23.98400020226836,29278.19524099934,,,,42863.05196137261,2310.582948952913,192.2060012221336,3530.965097979526,,1209.123001098633,,65.11899974849075,,22770.00862502865,126.0900000128895,5858.453916515689,1257.920993935317,14.57000042125583,5694.548897223314,31.01300048828125,48.73900014162064,649.5559933781624,,719.8890173751861,,40.20699947141111,.1650000065565109,4169.127053379081,515.8759999647737,187,,6.032999992370605,,16795.29607816227,.8919999822974205,,,33.63599970936775,.8980000019073486,236380.5368449191,1507.161049533519,,891.3479990826454,97.09600156545639,533.9969863891602,174.2830047607422,624.3319994658232,39.99100085161626,,,18355.3624916682,266.5190072559053,2232.457066486124,,5717.857977586798,6695.264191820752,3378524.514603121,,1453.278964480385,,83.33100128173828,4705.826924217865,,,113.197003737092,,2986.875963340746,,,45807.5069641195,24227.7009148784,1399.041990339756,.0099999997764826,,,10347.4452419281,,,,11651.5813955398,1405.553026688285,18251.4677504655,,,,9.827000200748444,9654.085920155747,.188999991863966,.6290000230073929,19176.87018458731,36.22799963131547,68590.16630139539,11065.59313755133,,,642.3009881600738,,211.9060006097425,41.3799998825416,1.281000003218651,.1490000039339066
,,,8.279999732971191,63.62500159163028,,,,11070.28929531574,200.9690016079694,,,.9509999873116612,42.30099868774414,,,,24.68799990415573,2.301000118255615,.8600000143051147,,.6599999666213989,,2.556000083684921,38.33199934661388,,1.499000024050474,,5.590000152587891,,207.9520031133434,286.618997074198,2.305000007152557,5489.935892112553,83.97400129586458,,,,2.362000048160553,,,5.177999958395958,,,6862.242964845151,92.82700217701495,299.8530044760555,,,760.702991650789,14924.72984419763,,1.667999982833862,.0260000005364418,,2888.404014229774,.4470000098226592,12.58699989318848,11.0610001347959,,5029.499930744059,,31.93400013912469,1786.253050923347,,,,385.2640038728714,,,98.42499880120158,,,3.709000021219254,,,,.3400000035762787,,35.57200027443469,57.35099953506142,985.0880020260811,58.9289993729908,,,,15,356.430997133255,174.4029992073774,,10.31400012969971,.1089999973773956,.4929999988526106,,,,,,15.23299980163574,,,,,,,,.9080000072717667,4.462999866809696,.0439999992959201,,.1420000046491623,8.037999786436558,,,,,.1679999977350235,,.3279999997466803,15,6.632999897003174,,,,171.4719947576523,.4519999921321869,5.171000242233276,1.53399994969368,,,311.0279986672103,.7499999850988388,335.5729917045683,1.075000017881393,,12.83999979682267,,,,,,,,,17.23200009390712,,,,56.83099889755249,,,11.78499984741211,,5440.86124008894,6.755000035976991,,,,,4.237000006949529,,,81.41100199893117,48.60599821433425,10.08200004696846,,,,,,,,124.8119985582307,,,,,,,7.691000089049339,116.025002092123,7.72699998319149,43.83200073428452,,10872.37305226922,,1036.391975963488,,,,,402.0329947303981,7.022999793291092,375.5840007290244
,35.75600051879883,8219.164867787622,2725.733001358807,3485497.027447982,292706.3957662152,2993.005010727793,506.0319975987077,,221411.1494509054,12544.37099815486,39.33499965071678,1212855.55223167,1785.662995364517,22916.00803635176,1263623.86169969,28265.07249790092,1234820.724629018,3981.299002003856,19133.85196056135,,145.0239999340847,819.440994605422,7808.821965723648,2042593.563387308,2576.094951985287,490768.0936810354,2190.099038392305,18517.57100744278,46.62900161743164,2435988.151362658,5412658.757264905,584057.4160734615,138974754.555651,55323.6151108644,114382.7532293533,2608.539029359818,1088.926986441016,57557.822946826,2.530999898910522,.2359999977052212,8739.154915541061,412.6149999350309,7012.947144589154,35370.71428823727,127991.6598045937,4774157.126439849,4365.854075286537,,207513.1826607138,38175.00287610502,36618.4339700283,42201.33070746029,548579.5849740034,166.8140013813972,905123.5588291055,13200.41692221549,8003.812977888854,336715.5748423551,481609.8103148537,1649077.567578169,5090.017984879203,22369.43699318904,4530946.092121266,12904.12208468467,67172.30712105182,14972.88722762652,125.5090008219704,,342.9820032119751,60869.52353942301,225.1709998450242,,20645.84600030689,3457.554024331272,6070702.156716224,6917.195000933367,9369.624063138501,211.1560020446777,62221.26805836207,9052678.827521328,20599620.01108214,85696.91462155862,52018.75870396197,343061.7984653884,228679.7816075021,245031.3473121453,944185.4196188241,31711.23433386395,224276.5754578225,63734961.96925872,84568.02469507244,139718.1914933001,4385.306018552161,161011.0783175074,31616.78583782818,198.8169939517975,20898612.76691061,439360.1183655652,15214.18698384659,11886.18308955058,5554.220932074357,7802.239847432822,1502.321015954018,184854.5211629805,286.8829953465611,11938.38000280585,4271.749975691433,24409.22210502124,101529.7818226711,46754.15995735757,1805.640992845059,22700.30143044656,42692.02387870615,678075.7915927419,5018.774051693152,15994.82597914606,4847.323037338909,5557.237933760975,128870.0696266885,17165.41500057047,32482.66389439255,222118.1801751666,5309.774009183748,85496.58576664212,3488.515923507512,8331575.852653249,28708.58076281892,385269.0117987604,2334.455986179411,22832.92704069277,5664.043078996358,4155631.811104297,271780.7052687258,89538.81891710591,6171625.758265648,362352.2557837069,772031.2137130906,58473.18499478116,187340.5965851364,2259528.535434636,1226.013013874763,1437460.818864329,405540.9610838221,53719.70371228538,1567.392011781456,45785.79185040435,577909.5809091884,20537.66530799423,2590.899078853428,497.7600030899048,1021688.338094921,11560.15833206847,52223.6637062123,7728325.02052747,71290.28793047392,3472.968980695121,6111.774992292747,470.3450083956122,8618.510983974673,375.9410004615784,4645.662994090002,130432.8712953468,111783.2321292924,901006.5457512808,7618.98111173138,,3851.213021822274,932.8810234069824,734.8259777054191,170.9899961948395,1610.203003168106,6844676.284580551,371.3929989859462,98.35500046610832,39505.84939295286,21789.15998299478,16785.23234122619,17083.56102235615,1112890.910975685,73987.07792831748,23043.47776273708,127147.3259225648,10910.35305041622,13339161.37897027,12252.93433342502,23589.29443055112,4881.777968898416,7821365.229242064,72085.45709250658,427789.7985630129,1100375.048867033,38295.93827291834,5133.97397133545
1737.475020119338,13165.62602390256,8440.069014223758,90544.24186508521,1147728.055840869,174535.1189512408,84789.71544088307,520.1279950618045,1574429.721599154,,90565.07800054911,1427.045007953071,8110613.73354681,6964.65092115989,17266.34695809614,38493.03326923214,1352920.748071061,55786.4516578539,14166.97521870537,628326.0525980291,112986.6001325498,7344.252889219439,473.8690005522221,20962.77987081103,1405478.345295825,4257.415935938945,2821.58400520077,3137.616038561682,7065.719914578833,523.4989994744537,2001741.858520372,10949913.67670912,332878.013959817,6587510.156727162,51601.75470740208,8945.327065745136,9323.837971401052,1692.7989974292,190521.2130066406,40.85599938966334,921.6810005744919,64514.18240460451,533.5259991493076,934.6440000956645,87106.68765741657,7405477.008543232,57577028.61284205,3672.187114679022,545.8079946832731,1143334.893364814,47950.20744746912,175838.5381655254,78214.58308104984,429866.1317394607,822.7430014098063,3426102.833239536,222381.9080649227,24544.4679144012,844778.5596701318,1879.875011410099,7783992.635654632,,22332.47022799309,6407207.225062585,106801.2455265003,19632.84982999926,2098.731999961659,8581.201971471892,315.5520013673231,377.9299924931256,862519.0721749642,473.0279909782112,146.4190010088496,53352.27461620967,4418.884057785152,515071.5712949249,25502.15892165003,2383174.075056841,801.9510065852664,8570186.080761379,418116.4952445731,1539901.229759411,1446314.156741112,163927.0553784394,109809.4111392753,103581.820138588,562226.8257387261,13625261.51255766,13413.25972850225,81062.36004902702,2096190.293841654,366110.5406572256,45641.09660184698,33224.2561865109,5225.848027574946,10.59299993515015,138.5820020120591,1477992.099516233,152793.1253952725,5466.920055538532,27204.76498795999,3408.593015279737,65790.67678385787,5057.508877228713,66802.03514325223,1200.317002091557,500499.6294335471,242047.9713048647,247712.7956929184,15712.06201071991,300671.9157156203,95596.0493107856,3566.219996040803,13671.42595587275,2100743.796080901,116.690998533275,207214.1640845863,181435.0451098125,62276.04749268549,15434.46967566118,62054.93784220912,39544.93843535834,11374.40202192962,17270.43812480103,15096.70395758084,1657.838970808196,641826.9109022776,17803.98130035284,4746.678056876292,5553.745922163129,178082.821705186,6706.398047514027,4171659.595983027,728458.5475770739,8723.329016026575,248596.6607887959,50000.50911123573,79438.89099529083,30519.25112813001,108890.6555079889,169871.7651144455,2.471000038087368,1659.581985327066,7413544.728067077,665654.1140224581,25467.11691234889,3228.998976309202,105782.2284669675,4626366.881258007,1341058.959640961,4020.683084885823,711124.4985206185,5600.072958628414,28935.22974329023,838009.4098584169,135.3299992550164,1125.942988586263,23448.53986464068,1404.696991788573,1109411.216112217,4137.728910099599,942.324991537258,4183868.071739764,4327749.477221222,2039233.70112531,7533.604968509404,3426.470998804551,1578.078024156974,5491.868953563273,1795.965992506593,3285.512987190741,4901.780979765113,407191.9998064449,21286.40314549266,25311.25002295151,369.6229983791709,34.7740017361939,21659.06223537703,123547.7652304255,2238113.153568032,44315.74591978674,9688.086004389566,669397.7830343819,61210.88352349901,17237597.69864435,179519.6038075606,463.7019894104451,4916.988000486512,186724.2377582961,50.63000081479549,4762.077024681494,791096.8449684839,4930.484051708481,9263.384018182289
